ListingID,Title,UserID,baseurl,Price,AboutListing,HostName,MemberDate,Lat,Long,BookInstantly,Cancellation,OverallCounter,PageCounter,PageNumber,A_AC,A_Breakfast,A_CableTV,A_CarbonMonoxDetector,A_Doorman,A_Dryer,A_TV,A_Elevator,A_Essentials,A_Events,A_FamilyFriendly,A_FireExt,A_Fireplace,A_FirstAidKit,A_Gym,A_Heat,A_HotTub,A_Intercom,A_Internet,A_Kitchen,A_Parking,A_Pets,A_Pool,A_SafetyCard,A_Shampoo,A_SmokeDetector,A_Smoking,A_Washer,A_Wheelchair,P_Cleaning,P_Deposit,P_ExtraPeople,P_Monthly,P_Weekly,R_CI,R_acc,R_clean,R_comm,R_loc,R_val,RespRate,RespTime,S_Accomodates,S_Bathrooms,S_BedType,S_Bedrooms,S_CheckIn,S_Checkout,S_NumBeds,S_PropType,ShortDesc
7955727,Charming Victorian North Beach Flat,41954868,https://www.airbnb.com/s/San-Francisco--CA?page=13,125,,Heather,Not Found,37.798640626936994,-122.41010568004256,No,Moderate,104,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,$300,Not Found,Not Found,$700,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,1,1,Real Bed,1,Not Found,Not Found,1,Apartment,"
        Private room
         · "
7437151,Twin Peaks view apartment,38959297,https://www.airbnb.com/s/San-Francisco--CA?page=13,249,,Enrique,Not Found,37.75216688343142,-122.44277494257689,No,Flexible,117,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$75,Not Found,$20 / night after 2 guests,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,4,1,Not Found,1,Not Found,Not Found,2,Apartment,"
        Entire home/apt
        
        
      "
6092596,1Bed/1Bath Suite in Mission Dolores,31603026,https://www.airbnb.com/s/San-Francisco--CA?page=13,174,,Marc,Not Found,37.76379626870723,-122.42614302470035,No,Flexible,130,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$50,Not Found,No Charge,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,4:00 PM,12:00 PM (noon),1,Apartment,"
        Private room
         · "
568161,Peaceful room in Glen Park (SF),2795397,https://www.airbnb.com/s/San-Francisco--CA?page=13,65,,Beth,Not Found,37.73279458932991,-122.43700536876571,No,Strict,143,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,Not Found,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,1,1,Real Bed,1,2:00 PM,11:00 AM,1,House,"
        Private room
         · "
212125,"Heart of Lower Haight, Easy Transit",1093789,https://www.airbnb.com/s/San-Francisco--CA?page=13,124,,Lynn,Not Found,37.77247589194644,-122.43058154346343,No,Strict,156,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$25,$100,$10 / night after the first guest,Not Found,$752,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1.5,Real Bed,1,1:00 PM,12:00 PM (noon),1,House,"
        Private room
         · "
277339,Tranquil & Convenient Garden Studio,1448282,https://www.airbnb.com/s/San-Francisco--CA?page=13,110,,Natalie,Not Found,37.72681357623567,-122.43419054174052,No,Strict,169,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$50,Not Found,No Charge,Not Found,$840,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,3,1,Not Found,1,Not Found,Not Found,2,Apartment,"
        Entire home/apt
         · "
8118808,Master Suite in a beautiful house,39373162,https://www.airbnb.com/s/San-Francisco--CA?page=13,120,,Jackson,Not Found,37.744766711980674,-122.46239161983564,No,Flexible,182,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,1,Real Bed,1,Not Found,Not Found,1,House,"
        Private room
        
        
      "
6437264,Apartment + Loft overlooking SF,33605598,https://www.airbnb.com/s/San-Francisco--CA?page=13,175,,Cyrus,Not Found,37.74850176125996,-122.43559063371015,No,Flexible,195,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,4,2,Not Found,2,3:00 PM,12:00 PM (noon),2,Apartment,"
        Entire home/apt
         · "
896938,Cole Valley Charm!  ,4401321,https://www.airbnb.com/s/San-Francisco--CA?page=13,77,,Beth,Not Found,37.763747659203794,-122.4496131762221,No,Strict,208,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$25,Not Found,Not Found,Not Found,$475,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,1,1.5,Real Bed,1,12:00 PM (noon),11:00 AM,1,Apartment,"
        Private room
         · "
1678077,SF Luxury Room w/Deck - Mid-city,8190967,https://www.airbnb.com/s/San-Francisco--CA?page=13,149,,Ernest,Not Found,37.761251036366424,-122.44592963620006,No,Strict,221,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,$150,$20 / night after the first guest,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1.5,Real Bed,1,3:00 PM,11:00 AM,1,House,"
        Private room
         · "
960593,Haight Mid-town SF. 1 br 3rd floor.,285002,https://www.airbnb.com/s/San-Francisco--CA?page=13,90,,Chuck,Not Found,37.77149405212744,-122.43731728175332,No,Flexible,234,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,$600,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,Not Found,Not Found,1,Apartment,"
        Private room
         · "
4885932,Garden View Master Bedroom,25136754,https://www.airbnb.com/s/San-Francisco--CA?page=14,150,,Suzanne,Not Found,37.75246617410517,-122.42288261593073,No,Moderate,14,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$54,Not Found,No Charge,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,2:00 PM,11:00 AM,1,Apartment,"
        Private room
         · "
752762,A charming place in San Francisco. ,3942993,https://www.airbnb.com/s/San-Francisco--CA?page=14,75,,Jee,Not Found,37.73176642767425,-122.44686418321832,No,Strict,28,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$35,$200,Not Found,Not Found,$500,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,1,1,Real Bed,1,3:00 PM,12:00 PM (noon),1,Not Found,"
        Private room
         · "
7513438,Potrero Hill Retreat - 2 BR House,38836,https://www.airbnb.com/s/San-Francisco--CA?page=14,266,,Bernat,Not Found,37.752662026753036,-122.40099420619477,No,Flexible,42,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$104,$400,No Charge,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,4,1,Not Found,2,Not Found,Not Found,2,House,"
        Entire home/apt
         · "
611132,"Cozy, Quaint & Quiet SF Apartment",3030210,https://www.airbnb.com/s/San-Francisco--CA?page=14,100,,Scott,Not Found,37.774375826695,-122.44856806298156,No,Strict,56,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$20,Not Found,Not Found,Not Found,$775,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,2:00 PM,11:00 AM,1,Apartment,"
        Entire home/apt
         · "
6364873,Hayes Valley Victorian apartment,28786427,https://www.airbnb.com/s/San-Francisco--CA?page=14,199,,Antoine,Not Found,37.772596406917366,-122.42814207585491,No,Flexible,70,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$120,$500,Not Found,Not Found,$1331,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,1,Not Found,2,Not Found,Not Found,2,Apartment,"
        Entire home/apt
        
         · 2 reviews
      "
1880307,Private Room with private bathroom,9789580,https://www.airbnb.com/s/San-Francisco--CA?page=14,94,,Danielle,Not Found,37.731076126233,-122.38051347953588,No,Moderate,84,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,Not Found,Not Found,$530,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,4:00 PM,12:00 PM (noon),1,House,"
        Private room
         · "
1281167,Cool Timeshare/Hotel (Union Sq.),6346492,https://www.airbnb.com/s/San-Francisco--CA?page=14,180,,Dana,Not Found,37.786919035833485,-122.41028531666119,No,Strict,98,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,4,1,Not Found,0,3:00 PM,12:00 PM (noon),2,Apartment,"
        Entire home/apt
         · "
3506164,The Emerald Garden,46,https://www.airbnb.com/s/San-Francisco--CA?page=14,200,,Elizabeth,Not Found,37.75126300453371,-122.42606005871139,No,Flexible,112,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$50,Not Found,No Charge,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,Not Found,Not Found,1,House,"
        Entire home/apt
         · "
997382,Haight Ashbury Experience Room 5,1032643,https://www.airbnb.com/s/San-Francisco--CA?page=14,50,,Josh,Not Found,37.77206586342416,-122.44996850326648,No,Moderate,126,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$15,$200,Not Found,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,1,2,Real Bed,1,3:00 PM,1:00 PM,1,House,"
        Private room
         · "
3218306,Modern Room near Castro with Views,140461,https://www.airbnb.com/s/San-Francisco--CA?page=14,99,,Joshua,Not Found,37.75902380528985,-122.4440892901586,No,Moderate,140,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$50,Not Found,$50 / night after 2 guests,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,3,1,Real Bed,1,Not Found,Not Found,1,Apartment,"
        Private room
         · "
5394755,Private room Heart of the Mission,27964266,https://www.airbnb.com/s/San-Francisco--CA?page=14,125,,Dominic,Not Found,37.75886566523212,-122.42130103051889,No,Flexible,154,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$50,Not Found,$25 / night after 2 guests,Not Found,$900,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,3,1,Not Found,1,Not Found,Not Found,2,House,"
        Private room
        
        
      "
6317470,Private & quiet entire house floor,200960,https://www.airbnb.com/s/San-Francisco--CA?page=14,136,,Eugene,Not Found,37.7106015331263,-122.44209109829634,No,Moderate,168,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$30,$100,No Charge,Not Found,$809,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Not Found,1,3:00 PM,12:00 PM (noon),2,House,"
        Private room
         · "
1412609,"IDEAL 1BD, parking, garden,& views!",7615343,https://www.airbnb.com/s/San-Francisco--CA?page=14,150,,Adriana,Not Found,37.739330174530295,-122.47163820132664,No,Moderate,182,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$40,Not Found,$40 / night after 2 guests,Not Found,$950,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,4,1,Not Found,1,Not Found,11:00 AM,2,Apartment,"
        Entire home/apt
         · "
136598,Lovely Historic Italianate House,657173,https://www.airbnb.com/s/San-Francisco--CA?page=14,120,,Allison,Not Found,37.77520285541314,-122.42752691591747,No,Moderate,196,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$25,Not Found,No Charge,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,2:00 PM,11:00 AM,1,House,"
        Private room
         · "
971449,Private Suite @ UCSF / Inner Sunset,39920,https://www.airbnb.com/s/San-Francisco--CA?page=14,125,,Scott,Not Found,37.763123555884164,-122.46014990279178,No,Flexible,210,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$15,$100,No Charge,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,Not Found,12:00 PM (noon),1,Apartment,"
        Entire home/apt
         · "
1368789,"Great Room, Mission Dist/nr. transp",7423800,https://www.airbnb.com/s/San-Francisco--CA?page=14,55,,Kate,Not Found,37.72528243847756,-122.42116668200278,No,Moderate,224,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,$20 / night after the first guest,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,Not Found,Real Bed,1,1:00 PM,11:00 AM,1,House,"
        Private room
         · "
3201323,Private room + bathroom near beach,16224164,https://www.airbnb.com/s/San-Francisco--CA?page=14,85,,Nadine,Not Found,37.74405757103643,-122.50194662707194,No,Moderate,238,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,$500,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,Not Found,Not Found,1,House,"
        Private room
         · "
4365969,Modern private garden suite & BART!,22662933,https://www.airbnb.com/s/San-Francisco--CA?page=14,173,,Leslie,Not Found,37.734421757922085,-122.43041906538576,No,Moderate,252,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,Not Found,Not Found,$1029,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,3:00 PM,11:00 AM,1,House,"
        Private room
         · "
6503281,Private 1 BR Garden Suite,16841056,https://www.airbnb.com/s/San-Francisco--CA?page=15,170,,Thomas,Not Found,37.7771292098502,-122.46765461347542,No,Moderate,15,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$25,Not Found,No Charge,Not Found,$950,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,3,1,Real Bed,1,Not Found,Not Found,1,Apartment,"
        Entire home/apt
         · "
1474209,Great SF Hotel/Timeshare (Union Sq),6346492,https://www.airbnb.com/s/San-Francisco--CA?page=15,175,,Dana,Not Found,37.788974753154996,-122.41121066947122,No,Strict,30,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,4,1,Not Found,0,3:00 PM,12:00 PM (noon),2,Apartment,"
        Entire home/apt
         · "
7895549,Cool 1 BR in the heart of SF!,10151348,https://www.airbnb.com/s/San-Francisco--CA?page=15,230,,Ilker,Not Found,37.785089285840584,-122.41919404145014,No,Flexible,45,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$75,Not Found,$50 / night after 2 guests,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,4,1,Not Found,1,Not Found,Not Found,2,Apartment,"
        Entire home/apt
        
        
      "
838721,Castro/Buena Vista Modern Apt,4328076,https://www.airbnb.com/s/San-Francisco--CA?page=15,80,,Darren,Not Found,37.76842024000456,-122.43643418544323,No,Flexible,60,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$20,Not Found,$10 / night after the first guest,Not Found,$500,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,2:00 PM,2:00 PM,1,Apartment,"
        Private room
         · "
4875549,Legendary Room in Great House,4271298,https://www.airbnb.com/s/San-Francisco--CA?page=15,120,,Mike,Not Found,37.77599805660806,-122.42963486875017,No,Flexible,75,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,$725,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,1,Real Bed,1,Not Found,Not Found,1,House,"
        Private room
        
         · 2 reviews
      "
4743997,House w/ Parking & Private Bath,24482642,https://www.airbnb.com/s/San-Francisco--CA?page=15,99,,Nelson,Not Found,37.72042526316486,-122.47261075973965,No,Moderate,90,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$25,Not Found,No Charge,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,1:00 PM,11:00 AM,1,House,"
        Private room
         · "
6629620,FREE PARKING HUGE 2BED CONVENIENT,26931033,https://www.airbnb.com/s/San-Francisco--CA?page=15,275,,Anna,Not Found,37.779345965320545,-122.47346543037922,No,Moderate,105,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$50,$750,$10 / night after 2 guests,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,5,1,Not Found,2,4:00 PM,11:00 AM,3,Apartment,"
        Entire home/apt
         · "
59344,Private and Quiet Noe Valley Studio,284917,https://www.airbnb.com/s/San-Francisco--CA?page=15,135,,John,Not Found,37.7456548107698,-122.42864380484687,No,Moderate,120,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$75,Not Found,Not Found,Not Found,$950,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,3:00 PM,10:00 AM,1,Apartment,"
        Entire home/apt
         · "
9225,Artful Potrero Hill Apt. w Garden,29674,https://www.airbnb.com/s/San-Francisco--CA?page=15,140,,Gae,Not Found,37.762409851441376,-122.40517855237003,No,Strict,135,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$50,Not Found,No Charge,Not Found,$1000,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,2:00 PM,11:00 AM,1,House,"
        Entire home/apt
         · "
794626,Beautiful Bernal Heights Apartment,4186663,https://www.airbnb.com/s/San-Francisco--CA?page=15,160,,Justin,Not Found,37.72924027325583,-122.42652976823577,No,Strict,150,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$115,Not Found,$15 / night after 2 guests,Not Found,$1350,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,6,1,Not Found,1,3:00 PM,11:00 AM,4,Apartment,"
        Entire home/apt
         · "
8173625,Luxury apt; walk to Dreamforce!,699459,https://www.airbnb.com/s/San-Francisco--CA?page=15,485,,Nick,Not Found,37.779091672746546,-122.41181809349126,No,Flexible,165,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,0.5,Airbed,1,Not Found,Not Found,1,Apartment,"
        Private room
        
        
      "
7256961,House in Heart of the Mission,26009146,https://www.airbnb.com/s/San-Francisco--CA?page=15,115,,Ruthie,Not Found,37.75420873576244,-122.41771428229758,No,Flexible,180,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,1:00 PM,12:00 PM (noon),1,House,"
        Private room
         · "
4902855,Spacious Room Near Downtown SF (14),25176023,https://www.airbnb.com/s/San-Francisco--CA?page=15,99,,Tony,Not Found,37.786292926027,-122.41450914811807,No,Moderate,195,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$25,$200,Not Found,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,2,Real Bed,1,2:00 PM,11:00 AM,1,Apartment,"
        Private room
         · "
2380646,Spanish-Style Private Cottage,1502565,https://www.airbnb.com/s/San-Francisco--CA?page=15,120,,Frank,Not Found,37.71715394918303,-122.4058102025899,No,Flexible,210,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$40,Not Found,$10 / night after 2 guests,Not Found,$660,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,3,1,Real Bed,1,Not Found,Not Found,1,House,"
        Entire home/apt
         · "
131015,Sunny Garden View w/ Private Bath,644612,https://www.airbnb.com/s/San-Francisco--CA?page=15,110,,Jennifer & Brett,Not Found,37.73618437870933,-122.42231259956833,No,Flexible,225,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$20,Not Found,No Charge,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,Not Found,Not Found,1,House,"
        Private room
         · "
77175,Private Studio w/ Kitchenette &Bath,395569,https://www.airbnb.com/s/San-Francisco--CA?page=15,120,,Tyler & Shoreh,Not Found,37.73875579478437,-122.43392657200887,No,Strict,240,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$50,Not Found,Not Found,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,1,Real Bed,1,2:00 PM,11:00 AM,1,House,"
        Private room
         · "
5861106,Luxury+Comfort in heart of Mission,1742199,https://www.airbnb.com/s/San-Francisco--CA?page=15,110,,Matt,Not Found,37.76145515660386,-122.42415007364993,No,Strict,255,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$80,Not Found,No Charge,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,2,Real Bed,1,Not Found,Not Found,1,House,"
        Private room
         · "
21232,Ocean Beach Private Studio,80948,https://www.airbnb.com/s/San-Francisco--CA?page=15,75,,Chris,Not Found,37.755002381120484,-122.5086337540841,No,Strict,270,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$15,Not Found,Not Found,Not Found,$525,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,2,0.5,Real Bed,1,Not Found,Not Found,1,Apartment,"
        Private room
         · "
7759466,Cozy private studio. Fully equipped,40606154,https://www.airbnb.com/s/San-Francisco--CA?page=16,100,,Martin,Not Found,37.71313057785219,-122.44557182649466,No,Strict,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$50,$400,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,1,Real Bed,0,4:00 PM,11:00 AM,1,Apartment,"
        Entire home/apt
        
        
      "
8153202,Urban Zen Retreat in heart of SF,43044768,https://www.airbnb.com/s/San-Francisco--CA?page=16,275,,Diane,Not Found,37.74391421471277,-122.40871214580386,No,Flexible,32,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,6,2.5,Not Found,2,Not Found,Not Found,3,Condominium,"
        Entire home/apt
        
        
      "
1356240,Gem Garden Apartment in Mission,555223,https://www.airbnb.com/s/San-Francisco--CA?page=16,140,,Bryan,Not Found,37.75206807951476,-122.41234207019833,No,Strict,48,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$50,Not Found,$15 / night after 2 guests,Not Found,$900,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,3,1,Real Bed,1,3:00 PM,12:00 PM (noon),1,Apartment,"
        Entire home/apt
         · "
2926901,Lovely Union Sq. Timeshare/Hotel,6346492,https://www.airbnb.com/s/San-Francisco--CA?page=16,179,,Dana,Not Found,37.788156741936355,-122.40955975364344,No,Strict,64,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,4,1,Not Found,0,3:00 PM,12:00 PM (noon),2,Apartment,"
        Entire home/apt
         · "
7729458,3br/2ba apt by  Golden Gate Park!,40606154,https://www.airbnb.com/s/San-Francisco--CA?page=16,195,,Martin,Not Found,37.77877702182132,-122.48980045775642,No,Strict,80,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,3,2,Not Found,3,4:00 PM,11:00 AM,3,Apartment,"
        Entire home/apt
        
         · 1 review
      "
465723,Charming suite in West Portal area,305557,https://www.airbnb.com/s/San-Francisco--CA?page=16,150,,Sheila,Not Found,37.73853305047,-122.47165876619898,No,Moderate,96,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$40,Not Found,$50 / night after 2 guests,Not Found,Not Found,0.0,0.0,0.0,0.0,0.0,0.0,Not Found,Not Found,3,1,Not Found,1,3:00 PM,11:00 AM,2,Apartment,"
        Entire home/apt
         · "
